"nvprod1660004v","ベースボールジャケット",654500,"ブラック","カジュアルな定番アイテムを再解釈したベースボールジャケット。キング牧師ことマーティン･ルーサー･キング･ジュニアのスピーチからインスピレーションを得た、今シーズンならではのグラフィカルなパッチをあしらいました。リアルなベースボールジャケットの趣を醸し出しつつ、ラグジュアリーなウールとカシミヤのボディに柔らかいカウハイドレザーの袖を組み合わせた1着です。丸みを帯びたカッティングでレギュラーフィットに仕上げ、LVのレタリングと変形したメタルパーツがスタイルを完成させます。<p>ご不明な点がございましたら、クライアントサービスまでお気軽にお問合せください。専任のクライアントアドバイザーが、素材やサイズなどの製品詳細、モデル着用イメージや関連アイテムのご案内など、お客様のご要望に合わせたスタイリング・アドバイスをご提供いたします。</p><p>また、サイズ違いなどによる返品・交換のご相談も承ります。詳細は<a href='https://jp.louisvuitton.com/jpn-jp/legal-privacy'><b>こちら。</b></a></p>","メンズ:プレタポルテ（洋服）:メンズ アウター＆コート"
"nvprod1660004v","ベースボールジャケット",654500,"ブラック","カジュアルな定番アイテムを再解釈したベースボールジャケット。キング牧師ことマーティン･ルーサー･キング･ジュニアのスピーチからインスピレーションを得た、今シーズンならではのグラフィカルなパッチをあしらいました。リアルなベースボールジャケットの趣を醸し出しつつ、ラグジュアリーなウールとカシミヤのボディに柔らかいカウハイドレザーの袖を組み合わせた1着です。丸みを帯びたカッティングでレギュラーフィットに仕上げ、LVのレタリングと変形したメタルパーツがスタイルを完成させます。<p>ご不明な点がございましたら、クライアントサービスまでお気軽にお問合せください。専任のクライアントアドバイザーが、素材やサイズなどの製品詳細、モデル着用イメージや関連アイテムのご案内など、お客様のご要望に合わせたスタイリング・アドバイスをご提供いたします。</p><p>また、サイズ違いなどによる返品・交換のご相談も承ります。詳細は<a href='https://jp.louisvuitton.com/jpn-jp/legal-privacy'><b>こちら。</b></a></p>","メンズ:プレタポルテ（洋服）:メンズ アウター＆コート"
"nvprod1670003v","Quilted Body Zip blouson",304700,"ブラック","Crafted from an extra soft blend of wool and silk, this Quilted Body Zip blouson is available in the season’s elegant Green and Black colorways. The garment is quilted on the front and back, with ribbed sleeves offering a note of contrast.","Men:Ready to Wear:Outerwear and Coats"
"nvprod1670008v","ファッション・アイ サントロペ ",6270,,"ルイ･ヴィトンの書籍コレクション「ファッション･アイ」のために、ヘルシンキ生まれの写真家オスマ･ハヴィラティがサントロペを訪れて製作した「ファッション･アイ サントロペ 」。彼がレンズを向けたのは慌ただしいトラベラーではなく、断片的な痕跡や名もない地元の人々の顔でした。この地が簡素な漁村であった往時を偲ばせる数々のディテールが、被写体として掘り起こされていきます。今では訪れるセレブリティたちの存在感が住民よりも目立つこの場所で、彼の写真は地元の人々の生活や息づかいを伝えます。

オスマ･ハヴィラティは、日々の暮らしを色鮮やかに、そして抽象的に描き出します。ヘルシンキ大学で学んだ社会学に触発され、ファッションの社会学的側面に関心を寄せるようになりました。パリを拠点とし、ソニア リキエル、イッセイ ミヤケ、ナイキ、エルメスなどの依頼を受けてきた彼の写真は、『Vogue Hommes』、『Apartamento』といった数々の雑誌に掲載されてきました。


<br><br>ルイ･ヴィトンが持つ旅の伝統から着想を得た｢ファッション･アイ｣コレクションは、気鋭の新人から業界のレジェンドまで、ファッションフォトグラファーたちの目を通して見た都市、地域、そして国の姿を浮き彫りにします。シリーズの各ブックは幅広くセレクトした大判写真で構成され、フォトグラファーの経歴やインタビュー、または評論が添えられています。「シティ･ガイド」や「トラベルブック」に続く第3弾は、ファッションの視点から見た旅の風景です。選び抜かれたフォトグラファーたちが大都市や最果ての地、夢見た場所をユニークなビジョンで切り取っています。","メンズ:トラベル:トラベルブック"
"nvprod1670009v","ファッション・アイ フレンチ・リヴィエラ",6270,,"ルイ･ヴィトンの書籍コレクション「ファッション･アイ」の最新作。本作は、絶大な人気を誇るアメリカ人写真家スリム･アーロンズ(1916-2006年)のアーカイヴから、暖かな陽光と喜びに溢れたフレンチ･リヴィエラを捉えた作品が収められています。魅力的な場所で、魅力的に振る舞う、魅力的な人々だけを被写体とすることを旨とした彼の心を惹き付けるのは、ごく自然にのどかなフランスの片田舎──カンヌ、サントロペ、モナコといったアイコニックな場所を写した彼の作品に誘われ、在りし日のフレンチ･リヴィエラを垣間見る魅惑的な体験がはじまるのです。

長身で痩せた体格から「スリム」というニックネームを付けられた彼(本名はジョージ･アレン･アーロンズ)を有名にしたのは、セレブリティ、貴族階級の人々、ハリウッドスター、財界人の素顔を捉えた写真でした。喜びを追い求める心と紳士的な態度を兼ね備えた彼は、「人生を楽しむ」ことを固く決意した人物でもありました。アメリカ軍へ入隊していた間、若き写真家であった彼は、第二次大戦の恐怖の実態を記録するという経験をしました。決意の背景にはその記憶があったのかもしれません。彼の写真には、ラグジュアリーな別荘とスイミングプールの間で繰り広げられる、ファッショナブルなライフスタイルが描かれています。

<br><br>ルイ･ヴィトンが持つ旅の伝統から着想を得た｢ファッション･アイ｣コレクションは、気鋭の新人から業界のレジェンドまで、ファッションフォトグラファーたちの目を通して見た都市、地域、そして国の姿を浮き彫りにします。シリーズの各ブックは幅広くセレクトした大判写真で構成され、フォトグラファーの経歴やインタビュー、または評論が添えられています。「シティ･ガイド」や「トラベルブック」に続く第3弾は、ファッションの視点から見た旅の風景です。選び抜かれたフォトグラファーたちが大都市や最果ての地、夢見た場所をユニークなビジョンで切り取っています。","メンズ:トラベル:トラベルブック"
"nvprod1670010v","ショール・モノグラム ネオ ナット",74800,"ブラック","クラシカルなデザインをフレッシュにアップデートした「ショール･モノグラム ネオ ナット」。織り目のテクスチャーが美しいナッテ織りの生地に、大ぶりのモノグラム･パターンが浮かび上がります。シルクとウールで仕立てたファブリックは、温かさと軽やかさが特徴。コントラストカラーのフリンジのトリミングと、織り込んだ 「Louis Vuitton」シグネチャーがスタイルを完成させます。","ウィメンズ:アクセサリー:ショール＆ストール"
"nvprod1670010v","ショール・モノグラム ネオ ナット",74800,"ベージュ","クラシカルなデザインをフレッシュにアップデートした「ショール･モノグラム ネオ ナット」。織り目のテクスチャーが美しいナッテ織りの生地に、大ぶりのモノグラム･パターンが浮かび上がります。シルクとウールで仕立てたファブリックは、温かさと軽やかさが特徴。フリンジと、織り込んだ 「Louis Vuitton」シグネチャーがスタイルを完成させます。","ウィメンズ:アクセサリー:ショール＆ストール"
"nvprod1670010v","ショール・モノグラム ネオ ナット",74800,"グリーン","クラシカルなデザインをフレッシュにアップデートした「ショール･モノグラム ネオ ナット」。織り目のテクスチャーが美しいナッテ織りの生地に、大ぶりのモノグラム･パターンが浮かび上がります。シルクとウールで仕立てたファブリックは、温かさと軽やかさが特徴。フリンジと、織り込んだ 「Louis Vuitton」シグネチャーがスタイルを完成させます。","ウィメンズ:アクセサリー:ショール＆ストール"
"nvprod1670030v","ボワット・スコット",145200,"ピンク","プレキシガラスで仕立てた繊細なデザインに、ピンクとレッドであしらったメゾンのモチーフがフェミニンな印象を放つ「ボワット･スコット」。クラシカルなSロックを添えたピンクのレザーの留め具で、エレガントなアイテムにグラマラスな雰囲気をプラスしました。ジュエリーボックスやメイクボックス、またはドレッサーのインテリアとしてもお楽しみいただける、ギフトに最適な一品です。","ライフスタイル:スポーツ&ライフスタイル:ライフスタイル&ヴィヴィエンヌ"
"nvprod1670047v","ポルト クレ・LVサークル",46200,"ピンク","メゾンの伝統と卓越したレザー加工技術を生かして作られた「ポルト クレ･LVサークル」。フロントとバックに大胆なコントラストカラーのエピ･レザーを配し、メタリックな縁取りを施した遊び心溢れるデザインです。スナップフックとリングには「Louis Vuitton」シグネチャーの刻印を施し、エレガントに仕上げました。","ウィメンズ:アクセサリー:キーケース、キーホルダー、バッグチャーム"
"nvprod1670049v","コリエ・ブルーミング ストラス",79200,"ゴールド","ルイ･ヴィトンのテキスタイル･プリントから着想を得て、エレガントな雰囲気に仕上げた「コリエ･ブルーミング ストラス」。モノグラム･フラワーのチャームをゴールドカラーのメタルとクリスタルストラスで仕上げ、ゴールドカラーのチェーンにあしらいました。重ねた細身のチェーンがトレンディな印象を放ちます。調節可能なチェーンの端にはLV サークルを添え、メゾンならではの個性をプラスしました。","ウィメンズ:アクセサリー:ファッションジュエリー"
"nvprod1670050v","ブラスレ・ブルーミング ストラス",73700,"ゴールド","テキスタイル･コレクションの装飾的なパターンから着想を得た「ブラスレ･ブルーミング ストラス」。ゴールドカラーのモノグラム･フラワーにクリスタルストラスを組み合わせ、重ねたチェーンで洗練された雰囲気に仕上げました。調節可能なチェーンにあしらった小さなLV サークルのモチーフが、メゾンならではの個性をプラスします。","ウィメンズ:アクセサリー:ファッションジュエリー"
"nvprod1670052v","セット 3 バーグ・ブルーミング ストラス",55000,"ゴールド","繊細なゴールドカラーのリングを3本組み合わせ、トレンディに仕上げた「セット 3 バーグ･ブルーミング ストラス」。1本のリングにはLV サークル モチーフを、他の2本にはモノグラム･フラワーを、それぞれクリスタルストラスとゴールドカラーのメタルで象ってあしらいました。洗練されたデザインで、同コレクションの他のファッションジュエリーとの組み合わせもおすすめです。","ウィメンズ:アクセサリー:ファッションジュエリー"
"nvprod1670052v","セット 3 バーグ・ブルーミング ストラス",55000,"ゴールド","繊細なゴールドカラーのリングを3本組み合わせ、トレンディに仕上げた「セット 3 バーグ･ブルーミング ストラス」。1本のリングにはLV サークル モチーフを、他の2本にはモノグラム･フラワーを、それぞれクリスタルストラスとゴールドカラーのメタルで象ってあしらいました。洗練されたデザインで、同コレクションの他のファッションジュエリーとの組み合わせもおすすめです。","ウィメンズ:アクセサリー:ファッションジュエリー"
"nvprod1670052v","セット 3 バーグ・ブルーミング ストラス",55000,"ゴールド","繊細なゴールドカラーのリングを3本組み合わせ、トレンディに仕上げた「セット 3 バーグ･ブルーミング ストラス」。1本のリングにはLV サークル モチーフを、他の2本にはモノグラム･フラワーを、それぞれクリスタルストラスとゴールドカラーのメタルで象ってあしらいました。洗練されたデザインで、同コレクションの他のファッションジュエリーとの組み合わせもおすすめです。","ウィメンズ:アクセサリー:ファッションジュエリー"
"nvprod1690040v","サンチュール・LV サークル 40MM",82500,"グレー","メゾンならではのモチーフを散りばめた「サンチュール･LV サークル40MM」。モノグラム･キャンバスと無地のカーフレザーで仕上げたリバーシブルベルトに、アイコニックなLV サークルのバックルをあしらいました。同シリーズのシューズともエフォートレスなコーディネートがお楽しみいただける、ファッショナブルなアイテムです。","メンズ:アクセサリー:メンズ ベルト"
"nvprod1690040v","サンチュール・LV サークル 40MM",82500,"グレー","メゾンならではのモチーフを散りばめた「サンチュール･LV サークル40MM」。モノグラム･キャンバスと無地のカーフレザーで仕上げたリバーシブルベルトに、アイコニックなLV サークルのバックルをあしらいました。同シリーズのシューズともエフォートレスなコーディネートがお楽しみいただける、ファッショナブルなアイテムです。","メンズ:アクセサリー:メンズ ベルト"
"nvprod1690040v","サンチュール・LV サークル 40MM",82500,"グレー","メゾンならではのモチーフを散りばめた「サンチュール･LV サークル40MM」。モノグラム･キャンバスと無地のカーフレザーで仕上げたリバーシブルベルトに、アイコニックなLV サークルのバックルをあしらいました。同シリーズのシューズともエフォートレスなコーディネートがお楽しみいただける、ファッショナブルなアイテムです。","メンズ:アクセサリー:メンズ ベルト"
"nvprod1690040v","サンチュール・LV サークル 40MM",82500,"グレー","メゾンならではのモチーフを散りばめた「サンチュール･LV サークル40MM」。モノグラム･キャンバスと無地のカーフレザーで仕上げたリバーシブルベルトに、アイコニックなLV サークルのバックルをあしらいました。同シリーズのシューズともエフォートレスなコーディネートがお楽しみいただける、ファッショナブルなアイテムです。","メンズ:アクセサリー:メンズ ベルト"
